sid,fid,old_total_energies,new_total_energies,old_ads_energies,new_ads_energies,old_forces_max,new_forces_mean,forces_mae,total_energy_conv_errors,ref_energy_conv_errors,old_slab_energies,new_slab_energies,cat_class,bulk_symbols,ads_symbols,abs_ads_energy_conv_errors
random716157,127,-559.10123427,-559.23049876,-3.146771299999955,-3.022403200000099,0.04886807,0.0034253525972219,0.0129671792592592,-0.12926449000008233,0.12436809999985599,-511.39336235,-511.55332301,1,Si4Y4Rh2,*OHNNCH3,0.12436809999985599
random448759,242,-277.35131494,-277.361425,-4.017229359999988,-3.8852820600000086,0.605889,0.0312585603168579,0.012371549090909,-0.010110059999988152,0.13194729999997978,-228.77298496,-228.82137039,0,Sc10Ga6,*OHNNCH3,0.13194729999997978
random2371070,139,-283.90408503,-283.87791289,-1.886366439999961,-1.745065220000015,0.08694191,0.0111071064819317,0.0124675875438596,0.026172139999971478,0.14130121999994594,-223.22043066,-223.23257171,2,Rb4P4Pt2,*ONN(CH3)2,0.14130121999994594
random1915460,288,-322.86845941,-322.78365131,-0.0111340000000268,0.6848406850000401,0.03148396,0.0040637306171556,0.00658570515625,0.08480810000003203,0.695974685000067,-283.45431763,-284.15458861,2,Se12Sb8,*COHCHOH,0.695974685000067
random1348734,97,-252.45059936,-252.23184993,5.140101519999973,5.317784479999943,1.53130416,0.0068241504249777,0.0122840464367816,0.21874943000000258,0.17768295999997008,-212.60847179,-212.65228856,1,K22Cd4Sb10,*NO2NO2,0.17768295999997008
random1304430,32,-590.6371505,-590.61254262,4.515575655000021,4.630955895000056,0.02907226,0.0007291979044737,0.0054484827777777,0.02460787999996228,0.11538024000003588,-565.45766107,-565.63710917,0,Mo2Pt2,*NO3,0.11538024000003588
random1293938,178,-364.26321124,-364.03918907,1.0115562400000613,1.1246907549999603,0.48234466,0.0043672142008724,0.0124149751388888,0.22402216999995517,0.11313451499989902,-338.42712209,-338.24714696,0,Sc2Ni6,*NONH,0.11313451499989902
random1902760,84,-348.29973298,-348.33614413,2.188797930000021,2.335145275000059,0.73878266,0.0256647008626514,0.0178958848148148,-0.036411149999992176,0.14634734500003788,-323.64088552,-323.75455654,1,Ti3Te4,*NONH,0.14634734500003788
random240624,31,-102.03322812,-102.05709955,4.345927790000005,4.4557450349999925,1.23590869,0.0969580128204844,0.0241164136111111,-0.023871429999999805,0.1098172449999879,-86.73546106,-86.75382814,1,Sb2,*N*NH,0.1098172449999879
random1936737,286,-418.56392214,-418.49661731,-0.4149433300000282,-0.2504407199999718,0.45826228,0.0042775803707156,0.0149482931481481,0.06730483000001186,0.1645026100000564,-373.16674972,-373.34883074,0,ZrRh,*NO2NO2,0.1645026100000564
random733402,104,-775.13822254,-775.25959396,-4.33983397999998,-4.185273829999915,2.24170388,0.052890705228816,0.0106113133333333,-0.12137141999994583,0.15456015000006573,-712.00110063,-712.17404417,0,Ta6Ir6,*ONN(CH3)2,0.15456015000006573
random2064875,244,-258.01613584,-257.9263533,1.3837184650000154,1.5015182849999746,0.07220837,0.0013295169836155,0.0079100593518518,0.08978253999998742,0.11779981999995925,-236.90873976,-236.97919866,1,CsMnTe2,*NO2,0.11779981999995925
random1634117,330,-186.1255703,-186.13607317,-7.359378310000011,-7.218075280000022,0.29327584,0.0346835364731957,0.0112094363333333,-0.010502870000010489,0.1413030299999889,-134.20509137,-134.26322534,0,Sc6Cd2,*OHNNCH3,0.1413030299999889
random2200070,195,-631.86640313,-632.97809784,-4.387234304999993,-4.50241544000005,0.0605231,0.0042998431097806,0.0112999979310344,-1.1116947100000516,-0.11518113500005711,-608.9641516,-609.86483349,2,N8Si6,*NH3,0.11518113500005711
random1938582,58,-621.73902174,-621.83702794,1.3305014400000346,1.4944631800000252,2.4560605,0.0190461337990625,0.0067630828494623,-0.09800619999998617,0.16396173999999064,-564.27223525,-564.43121516,2,Sb11S18,*ONN(CH3)2,0.16396173999999064
random2059223,162,-317.96535476,-317.97343219,-5.237874730000044,-5.090710549999983,0.13074685,0.0044709576088143,0.0094432227777777,-0.00807742999995753,0.14716418000006115,-268.16637941,-268.22794909,1,Sc3Sb,*OHNNCH3,0.14716418000006115
random2144559,216,-233.55211599,-233.33232287,4.373520240000005,4.546106839999993,0.14221545,0.01040377263488,0.014201391231884,0.2197931199999914,0.17258659999998827,-192.94340714,-192.98108386,0,Sr2In8Ir2,*NO2NO2,0.17258659999998827
random1737145,405,-252.53907564,-252.46757121,1.5033667699999853,1.76109821,0.20715098,0.0093515434023982,0.0197737482380952,0.0715044300000045,0.2577314400000148,-209.48134179,-209.57389687,3,Cl12Au4,*OHNNCH3,0.2577314400000148
random2400984,44,-84.72823151,-84.69065699,-5.28993733999998,-5.112040969999995,0.24347821,0.0430284376708687,0.0335137522222222,0.03757452000000683,0.17789636999998493,-20.64100624,-20.67834006,0,Sr,*ONN(CH3)2,0.17789636999998493
random1747154,72,-201.31235135,-201.12627434,6.3520491799999945,6.515565699999996,0.50785761,0.0278208742557328,0.0083893638888888,0.1860770099999911,0.16351652000000172,-162.68217144,-162.74449419,0,SrIn4,*NO2NO2,0.16351652000000172
random2108302,223,-319.46473294,-319.38706018,-1.6214142199999628,-1.471996380000007,0.13997175,0.0025148552363944,0.0216798058333333,0.07767275999998446,0.14941783999995573,-259.04603079,-259.01478784,0,Sn8Au2,*ONN(CH3)2,0.14941783999995573
random1326396,11,-212.84942113,-212.8101572,2.549334909999999,2.6911233350000145,1.36913553,0.0416877678491055,0.0020168862745098,0.039263930000004166,0.14178842500001565,-188.55111065,-188.58454767,0,Ca8In4,*NONH,0.14178842500001565
random2201217,82,-265.88602785,-265.80066176,2.367451500000016,2.475920699999961,0.51045682,0.0117962952518352,0.0163631759863945,0.08536608999997952,0.10846919999994498,-244.88310188,-244.85238587,0,Ga12Fe4,*N*NO,0.10846919999994498
random2058828,1,-92.99378421,-92.83381596,8.098344104999995,8.201638915000004,2.4259766,0.093931838369944,0.0154685918055555,0.1599682500000057,0.1032948100000084,-71.39706323,-71.42906553,0,SrTl3,*NO3,0.1032948100000084
random1037879,154,-822.48787286,-822.54495312,3.562139450000018,3.66650439,0.24754608,0.0037734731497782,0.0134392894871794,-0.05708025999990696,0.1043649399999822,-781.06778322,-781.31411166,1,Si6Ta3,*NO2NO2,0.1043649399999822
random1378390,223,-867.98211964,-868.04097217,2.053105309999978,2.1556609799999933,0.07348063,0.0018242246168166,0.0069563684333333,-0.05885253000008106,0.1025556700000152,-839.71031164,-839.78736401,1,Zr4Ge4,*ONNH2,0.1025556700000152
random1826321,73,-185.14814684,-184.99404702,3.0369411199999945,3.1704684949999944,0.57175314,0.0502546526470269,0.0122624718888888,0.154099819999999,0.1335273749999999,-161.33744257,-161.24778265,2,S4K2Cu6,*NONH,0.1335273749999999
random2289940,137,-130.85380395,-130.81058122,0.0317793299999777,0.2091701049999983,0.26422614,0.0042988015850001,0.0119601358666666,0.04322273000002497,0.1773907750000206,-105.96817751,-106.12399522,1,K8Te12,*CH2OH,0.1773907750000206
random1447934,213,-528.8680875,-528.91763888,2.7041629399999465,2.806374054999992,0.31666006,0.0022807657131885,0.0060696927304964,-0.04955138000002535,0.10221111500004554,-504.72460505,-504.80728007,0,Na2Pt4,*NONH,0.10221111500004554
random1283528,310,-251.58445743,-251.40417939,9.154349319999994,9.294687320000008,0.50452812,0.0142742943293325,0.025179096491228,0.18027803999999037,0.14033800000001406,-215.75657766,-215.80152086,1,Nb2Te8,*NO2NO2,0.14033800000001406
